customerID,Recency,Frequency,Monetary,RFMGroup,segment,activity,actionableTip
13569.0,17,56,291.8367346938776,421.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13570.0,243,27,305.4719387755102,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13571.0,12,340,2664.4642857142853,543.0,Loyal,Spend good money with us often. Responsive to promotions.,Upsell higher value products. Ask for reviews. Engage them.
13572.0,205,33,1765.625,112.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13573.0,50,25,370.21683673469386,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13575.0,23,46,933.7627551020411,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13576.0,10,115,8122.691326530612,524.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13577.0,25,81,2115.178571428571,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13579.0,14,14,385.6377551020408,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13581.0,309,10,150.51020408163265,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13583.0,155,53,996.2117346938776,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13584.0,306,24,181.63265306122446,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13587.0,63,5,442.60204081632656,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13588.0,15,171,3126.4923469387754,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13589.0,14,21,484.2474489795918,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13590.0,11,87,2527.959183673469,523.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13591.0,64,58,1424.9107142857142,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13592.0,35,16,316.2755102040816,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13593.0,108,126,2506.479591836735,233.0,At Risk,Spent big money and purchased often. But long time ago. Need to bring them back!,"Send personalized emails to reconnect offer renewals, provide helpful resources."
13594.0,52,26,506.33928571428567,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13596.0,5,146,847.079081632653,532.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13598.0,47,34,187.86989795918365,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13599.0,1,226,6067.984693877551,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13600.0,312,19,280.0,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13601.0,45,99,884.3367346938775,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13602.0,64,23,547.0535714285714,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13603.0,26,27,209.61734693877548,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13606.0,29,40,352.9974489795918,421.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13607.0,40,97,861.6198979591836,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13610.0,12,213,1359.5408163265306,532.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13611.0,89,72,1472.4489795918366,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13614.0,24,195,2022.2704081632653,432.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13615.0,318,22,510.1913265306124,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13617.0,40,44,694.1071428571427,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13618.0,173,13,226.19897959183675,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13621.0,116,19,272.7678571428571,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13623.0,30,77,915.5484693877551,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13626.0,252,19,328.0994897959183,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13627.0,59,91,2073.622448979592,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13629.0,23,59,9939.234693877552,424.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13630.0,5,71,2591.5561224489797,523.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13631.0,99,11,3916.3520408163267,213.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13632.0,24,145,2702.716836734694,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13634.0,33,186,1973.6734693877552,332.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
13635.0,67,62,1366.109693877551,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13636.0,36,63,1210.6122448979593,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13637.0,52,99,1025.892857142857,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13638.0,15,8,156.42857142857142,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13639.0,74,40,1318.0357142857142,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13642.0,215,57,398.3163265306123,121.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13643.0,31,28,662.5510204081634,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13644.0,16,145,3315.382653061224,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13645.0,120,5,321.5561224489796,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13647.0,9,78,2102.1938775510203,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13649.0,256,8,189.79591836734693,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13650.0,16,96,2342.270408163265,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13651.0,35,6,120.15306122448979,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13652.0,45,45,1002.908163265306,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13654.0,43,166,3453.2270408163263,333.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
13655.0,114,56,1190.012755102041,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13656.0,164,49,484.24744897959187,221.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13657.0,10,16,487.42346938775506,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13658.0,9,107,3153.2780612244896,523.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13659.0,205,103,1993.6224489795918,122.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13662.0,85,52,1124.0561224489795,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13663.0,179,13,241.6709183673469,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13666.0,60,12,107.97193877551021,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13667.0,149,83,381.44132653061223,221.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13668.0,2,458,7981.288265306122,544.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13669.0,50,9,278.7627551020408,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13670.0,75,25,446.045918367347,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13672.0,301,3,158.49489795918367,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13673.0,18,60,494.1836734693877,421.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13675.0,151,25,620.9438775510204,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13678.0,151,16,296.68367346938777,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13680.0,1,173,2804.859693877551,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13681.0,17,57,1055.9056122448978,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13682.0,187,3,75.89285714285714,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13684.0,285,28,79.24744897959184,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13685.0,2,39,3978.8775510204086,513.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13686.0,182,8,91.83673469387756,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13689.0,63,6,1160.7142857142858,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13690.0,59,9,219.70663265306123,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13692.0,24,52,1879.298469387755,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13694.0,3,553,79893.95408163265,545.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13695.0,31,90,3194.0433673469383,423.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13697.0,38,12,192.98469387755102,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13699.0,155,14,393.5969387755102,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13700.0,26,194,2868.150510204081,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13703.0,318,1,126.91326530612244,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13704.0,5,134,2943.954081632653,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13705.0,7,18,502.19387755102036,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13706.0,302,20,421.92602040816325,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13707.0,267,48,1028.5841836734694,122.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13708.0,271,49,363.94132653061223,121.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13709.0,3,332,7983.482142857141,544.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13710.0,31,8,230.20408163265307,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13711.0,218,13,321.5051020408163,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13712.0,246,10,291.8877551020408,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13715.0,281,87,1003.6224489795917,122.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13716.0,269,21,176.3775510204082,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13717.0,32,101,1826.8622448979593,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13718.0,246,12,391.00765306122446,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13719.0,15,60,1328.6734693877552,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13720.0,116,43,1020.2806122448978,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13721.0,36,28,668.5459183673468,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13722.0,131,85,3029.8596938775504,223.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13723.0,217,6,254.91071428571428,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13725.0,49,103,2509.387755102041,323.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
13726.0,38,42,1377.1173469387754,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13727.0,28,20,425.3571428571428,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13728.0,36,63,1296.0969387755104,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13730.0,135,43,959.9489795918367,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13731.0,219,38,778.8137755102039,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13732.0,28,33,627.3724489795919,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13735.0,24,190,3588.7627551020405,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13736.0,5,190,930.8673469387755,532.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13737.0,200,30,433.1632653061226,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13739.0,18,3,276.6581632653061,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13740.0,240,23,447.3852040816327,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13741.0,71,34,852.5892857142858,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13742.0,16,313,3964.1198979591836,443.0,Loyal,Spend good money with us often. Responsive to promotions.,Upsell higher value products. Ask for reviews. Engage them.
13743.0,2,41,1711.2244897959183,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13744.0,95,63,1378.2142857142862,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13745.0,162,24,371.8622448979592,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13748.0,95,27,949.2984693877551,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13750.0,53,24,2101.0969387755104,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13751.0,288,9,377.8698979591837,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13752.0,124,75,1499.2091836734692,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13753.0,287,35,945.4846938775511,112.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13754.0,151,12,360.4591836734694,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13755.0,3,321,2688.8520408163263,543.0,Loyal,Spend good money with us often. Responsive to promotions.,Upsell higher value products. Ask for reviews. Engage them.
13756.0,2,140,5939.69387755102,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13758.0,11,93,3152.678571428571,523.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13759.0,33,25,841.0841836734694,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13760.0,54,57,365.8035714285714,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13761.0,50,70,1365.6250000000002,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13763.0,63,15,2187.4489795918366,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13764.0,70,207,1938.0357142857147,232.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13767.0,2,336,19835.395408163266,544.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13769.0,2,125,3155.880102040817,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13771.0,64,119,3360.2678571428573,333.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
13772.0,33,173,1431.9260204081634,332.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
13774.0,81,22,440.05102040816325,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13777.0,0,162,24409.438775510207,535.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13778.0,103,9,227.93367346938774,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13780.0,7,57,459.1964285714286,521.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13781.0,250,17,163.0612244897959,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13782.0,12,113,1159.2602040816325,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13784.0,9,31,3141.313775510204,513.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13787.0,75,31,394.18367346938777,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13790.0,4,45,444.8979591836734,521.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13791.0,127,11,1933.6734693877552,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13792.0,66,13,249.42602040816323,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13798.0,1,347,46559.29846938775,545.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13799.0,116,39,878.6479591836733,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13800.0,309,33,712.1428571428571,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13801.0,66,23,414.2857142857143,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13802.0,138,56,4960.994897959183,223.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13803.0,255,17,353.40561224489795,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13804.0,30,135,3301.5178571428573,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13805.0,52,13,1179.3367346938774,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13806.0,63,10,327.015306122449,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13808.0,5,76,2229.158163265306,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13819.0,301,36,1454.5280612244896,112.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13821.0,144,59,491.8877551020407,221.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13822.0,5,96,806.1224489795918,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13823.0,18,40,1221.5051020408164,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13824.0,32,46,2167.0153061224487,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13826.0,176,10,241.7091836734694,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13827.0,57,92,522.7040816326531,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13828.0,22,15,267.2066326530612,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13831.0,16,70,2283.737244897959,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13832.0,19,3,66.58163265306122,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13833.0,159,28,489.60459183673476,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13835.0,25,55,1064.5025510204082,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13837.0,211,18,340.03826530612247,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13838.0,5,116,566.530612244898,521.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13841.0,252,1,108.41836734693877,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13842.0,58,186,3922.257653061224,333.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
13844.0,11,20,461.25,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13845.0,64,9,399.2091836734694,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13846.0,24,55,1103.392857142857,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13848.0,92,4,1192.6020408163267,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13849.0,51,101,1961.6709183673468,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13850.0,129,93,2035.0510204081634,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13851.0,95,81,3381.9642857142853,223.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13853.0,57,23,1390.4846938775506,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13854.0,8,106,9911.249999999998,524.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
13856.0,168,14,495.5357142857142,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13858.0,57,11,275.7270408163265,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13859.0,326,28,256.5816326530612,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13860.0,1,76,1589.158163265306,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13862.0,18,139,2818.0612244897957,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13863.0,247,20,390.02551020408157,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
